rowID,playerID,gameID,Year,Date,G#,Age,Tm,,Opp,Result,Tgt,Rec,recYDS,Y/R,recTD,Ctch%,Y/Tgt,Att,rushYDS,Y/A,rushTD,Cmp,Att,Cmp%,passYDS,passTD,passINT,Rate,Sk,Yds,Y/A,AY/A,Rt,Yds,Y/Rt,KRTD,Ret,Yds,Y/R,PRTD,2PM,TD,Pts,Sk,Tkl,Ast,passBonus,rushBonus,recBonus,fpts,
,97,1,2003,9/7/2003,1,22-339,ARI,@,DET,L 24-42,14,10,217,21.7,2,71.40%,15.5,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,46.7,26.85625
,97,2,2008,11/16/2008,10,28-044,ARI,@,SEA,W 26-20,16,13,186,14.31,0,81.30%,11.63,1,3,3,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,34.9,
,97,3,2007,9/23/2007,3,26-355,ARI,@,BAL,L 23-26,17,14,181,12.93,2,82.40%,10.65,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,47.1,
,97,4,2005,10/9/2005,5,25-006,ARI,,CAR,L 20-24,17,10,162,16.2,1,58.80%,9.53,3,7,2.33,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,35.9,
,97,5,2007,12/23/2007,15,27-081,ARI,,ATL,W 30-27,14,13,162,12.46,2,92.90%,11.57,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,44.2,
,97,6,2005,12/4/2005,12,25-062,ARI,@,SFO,W 17-10,15,11,156,14.18,1,73.30%,10.4,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,35.6,
,97,7,2006,11/26/2006,11,26-054,ARI,@,MIN,L 26-31,15,9,140,15.56,1,60.00%,9.33,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,32,
,97,8,2008,9/14/2008,2,27-347,ARI,,MIA,W 31-10,6,6,140,23.33,3,100.00%,23.33,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,41,
,97,9,2006,10/16/2006,6,26-013,ARI,,CHI,L 23-24,18,12,136,11.33,1,66.70%,7.56,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,34.6,
,97,10,2005,12/18/2005,14,25-076,ARI,@,HOU,L 19-30,12,8,134,16.75,1,66.70%,11.17,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,3,30.4,
,97,11,2006,11/12/2006,9,26-040,ARI,,DAL,L 10-27,6,2,53,26.5,0,0,8.83,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,7.3,
,97,12,2006,12/3/2006,12,26-061,ARI,@,STL,W 34-20,8,2,32,16,0,0,4,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,5.2,
,97,13,2007,12/2/2007,12,27-060,ARI,,CLE,W 27-21,2,2,25,12.5,0,1,12.5,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,4.5,
,97,14,2009,9/13/2009,1,28-345,ARI,,SFO,L 16-20,5,2,19,9.5,0,0,3.8,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,3.9,
